Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Volatility;Active Addresses Count;Transaction Volume;Transactions Count
2019-05-15;0.0274;0.0317;0.0271;0.0311;174000000.0;1960000000.0;66682066890.24;42700.0;0.82;16979;60080000.0;1808506
2019-05-16;0.0310;0.0334;0.0270;0.0285;333000000.0;2000000000.0;66682074637.19;39120.0;0.86;169307;78410000.0;1962394
2019-05-17;0.0285;0.0290;0.0238;0.0270;493000000.0;1740000000.0;66682071262.69;37290.0;0.88;122301;35010000.0;1469302
2019-05-18;0.0271;0.0279;0.0262;0.0265;139000000.0;1790000000.0;66682077318.5;36570.0;0.88;120486;25560000.0;1421540
2019-05-19;0.0265;0.0290;0.0264;0.0284;401000000.0;1870000000.0;66682080503.84;39360.0;0.91;123437;24460000.0;1497837
2019-05-20;0.0284;0.0286;0.0264;0.0280;149000000.0;1840000000.0;66682062759.12;38490.0;0.91;123652;22700000.0;1463175
2019-05-21;0.0280;0.0300;0.0275;0.0284;172000000.0;1910000000.0;66682078980.35;39200.0;0.91;136019;28120000.0;1521487
2019-05-22;0.0284;0.0290;0.0260;0.0266;156000000.0;1860000000.0;66682081106.45;36710.0;0.93;153787;29110000.0;1616380
2019-05-23;0.0265;0.0274;0.0257;0.0270;516000000.0;1770000000.0;66682070847.82;36860.0;0.93;119504;25380000.0;1578934
2019-05-24;0.0271;0.0285;0.0268;0.0277;132000000.0;1850000000.0;66682069173.39;38070.0;0.92;128466;26470000.0;1416372
2019-05-25;0.0277;0.0290;0.0275;0.0277;128000000.0;1860000000.0;66682061409.48;38190.0;0.92;139357;30660000.0;1413126
2019-05-26;0.0277;0.0322;0.0271;0.0311;235000000.0;1970000000.0;66682069058.75;43250.0;0.99;141152;48180000.0;1349609
2019-05-27;0.0313;0.0369;0.0311;0.0351;309000000.0;2230000000.0;66682076084.18;48960.0;1.06;127761;59850000.0;1369591
2019-05-28;0.0351;0.0371;0.0326;0.0348;1170000000.0;2310000000.0;66682074842.87;47690.0;1.06;134255;62190000.0;1355420
2019-05-29;0.0347;0.0349;0.0320;0.0337;209000000.0;2250000000.0;66682079669.61;46660.0;1.06;125372;33350000.0;1235256
2019-05-30;0.0337;0.0359;0.0296;0.0311;1530000000.0;2250000000.0;66682075565.21;42800.0;1.1;113691;41060000.0;1483874
2019-05-31;0.0310;0.0331;0.0302;0.0331;332000000.0;2109999999.9999998;66682080945.32;45440.0;1.11;109712;37070000.0;1158070
2019-06-01;0.0331;0.0393;0.0326;0.0375;376000000.0;2420000000.0;66682073193.78;51660.0;1.18;97126;66290000.00000001;1065662
2019-06-02;0.0376;0.0411;0.0369;0.0383;343000000.0;2590000000.0;66682068977.65;53140.0;1.18;110274;81500000.0;1160529
2019-06-03;0.0383;0.0397;0.0330;0.0337;405000000.0;2470000000.0;66682074368.06;47220.0;1.27;123797;71650000.0;1131766
2019-06-04;0.0335;0.0361;0.0312;0.0350;308000000.0;2270000000.0;66682078148;47730.0;1.26;115953;79560000.0;1154029
2019-06-05;0.0350;0.0358;0.0327;0.0340;431000000.0;2290000000.0;66682069943.84;47040.0;1.27;111535;48250000.0;1145602
2019-06-06;0.0340;0.0342;0.0307;0.0327;377000000.0;2190000000.0;66682072775.55;45140.0;1.28;130439;32320000.0;1179729
2019-06-07;0.0327;0.0345;0.0323;0.0336;158000000.0;2220000000.0;66682068869.91;46270.0;1.28;110728;29350000.0;1923746
2019-06-08;0.0336;0.0338;0.0317;0.0322;149000000.0;2180000000.0;66682073098.85;43830.0;1.3;108319;27750000.0;1769084
2019-06-09;0.0322;0.0323;0.0290;0.0297;160000000.0;2060000000.0;66682077359.1;40590.0;1.31;108622;32110000.0;1370740
2019-06-10;0.0297;0.0319;0.0291;0.0317;332000000.0;2049999999.9999998;66682078313.71;42510.0;1.32;128601;31900000.0;1932421
2019-06-11;0.0317;0.0317;0.0300;0.0312;143000000.0;2049999999.9999998;66682070589.26;41760.0;1.31;208652;26210000.0;1376816
2019-06-12;0.0312;0.0336;0.0309;0.0336;170000000.0;2150000000.0;66682067756.35;45630.0;1.31;115767;36140000.0;1262170
2019-06-13;0.0337;0.0338;0.0324;0.0326;144000000.0;2210000000.0;66682073957.86;44680.0;1.32;148502;27860000.0;1275702
2019-06-14;0.0327;0.0328;0.0307;0.0320;284000000.0;2120000000.0;66682066253.92;44040.0;1.27;158664;35780000.0;1402510
2019-06-15;0.0320;0.0330;0.0319;0.0328;530000000.0;2160000000.0;66682080424.46;45210.0;1.19;125181;23320000.0;1371217
2019-06-16;0.0328;0.0337;0.0324;0.0329;163000000.0;2200000000.0;66682072282.23;45450.0;1.15;125441;27550000.0;1225999
2019-06-17;0.0329;0.0342;0.0328;0.0339;158000000.0;2220000000.0;66682066925.29;46650.0;1.14;114026;33590000.0;1161479
2019-06-18;0.0339;0.0341;0.0321;0.0331;444000000.0;2210000000.0;66682069069.58;45310.0;1.14;126751;30420000.0;1211381
2019-06-19;0.0331;0.0337;0.0328;0.0333;553000000.0;2220000000.0;66682066854.93;45930.0;1.12;108464;26470000.0;1463042
2019-06-20;0.0333;0.0337;0.0322;0.0327;139000000.0;2200000000.0;66682072964.53;45120.0;1.12;108437;31620000.0;1177161
2019-06-21;0.0327;0.0339;0.0327;0.0332;148000000.0;2220000000.0;66682072935.7;45780.0;1.12;104671;31570000.0;1423793
2019-06-22;0.0332;0.0379;0.0331;0.0374;256000000.0;2370000000.0;66682075601.65;50570.0;1.16;113122;62960000.0;1389194
2019-06-23;0.0373;0.0387;0.0361;0.0374;219000000.0;2490000000.0;66682064519.74;51290.0;1.16;133204;56980000.0;1453972
2019-06-24;0.0373;0.0394;0.0362;0.0384;214000000.0;2550000000.0;66682069073.67;52810.0;1.17;126419;70320000.0;1143248
2019-06-25;0.0385;0.0403;0.0373;0.0383;224000000.0;2580000000.0;66682077267.55;52640.0;1.17;12824;218000000.0;1172416
2019-06-26;0.0383;0.0397;0.0340;0.0363;309000000.0;2530000000.0;66682069818.29;50210.0;1.12;135415;79990000.0;1230689
2019-06-27;0.0363;0.0371;0.0297;0.0321;263000000.0;2260000000.0;66682065459.11;44290.0;1.1;112667;72790000.0;1121453
2019-06-28;0.0321;0.0338;0.0314;0.0336;192000000.0;2180000000.0;66682066746.99;46290.0;1.11;117876;230000000.0;1130103
2019-06-29;0.0336;0.0355;0.0319;0.0349;172000000.0;2250000000.0;66682066158;48470.0;1.12;112821;27800000.0;1126694
2019-06-30;0.0350;0.0355;0.0316;0.0317;183000000.0;2260000000.0;66682077037.53;44310.0;1.13;117228;32570000.0;1125336
2019-07-01;0.0317;0.0333;0.0307;0.0325;165000000.0;2140000000.0000002;66682082501.45;44860.0;1.11;135774;75090000.0;1115868
2019-07-02;0.0325;0.0329;0.0303;0.0319;163000000.0;2100000000.0;66682081208.39;44060.0;1.01;111416;30500000.0;1056101
2019-07-03;0.0320;0.0329;0.0317;0.0329;144000000.0;2150000000.0;66682069990.84;45330.0;1.01;11248;22600000.0;1121782
2019-07-04;0.0329;0.0330;0.0309;0.0313;138000000.0;2150000000.0;66682068398.94;43180.0;0.94;102107;29270000.0;985637
2019-07-05;0.0313;0.0323;0.0309;0.0319;400000000.0;2120000000.0;66682071457.79;43600.0;0.93;129455;17230000.0;859208
2019-07-06;0.0319;0.0331;0.0318;0.0321;281000000.0;2160000000.0;66682072305.92;43670.0;0.93;109909;16059999.999999998;941485
2019-07-07;0.0321;0.0357;0.0319;0.0348;167000000.0;2230000000.0;66682070211.36;48460.0;0.97;112041;26750000.0;903471
2019-07-08;0.0349;0.0359;0.0335;0.0340;182000000.0;2290000000.0;66682070690.07;46980.0;0.97;12719;81320000.0;1205150
2019-07-09;0.0340;0.0351;0.0335;0.0343;158000000.0;2280000000.0;66682065171.64;47390.0;0.95;110061;33450000.000000004;985442
2019-07-10;0.0343;0.0346;0.0310;0.0320;167000000.0;2200000000.0;66682078970.5;44250.0;0.94;97459;26510000.0;986661
2019-07-11;0.0320;0.0320;0.0270;0.0279;161000000.0;1910000000.0;66682072948.1;38170.0;1.02;201145;23440000.0;1139921
2019-07-12;0.0279;0.0298;0.0276;0.0295;121000000.0;1930000000.0;66682072397.42;40840.0;1.04;111037;28170000.0;964558
2019-07-13;0.0295;0.0297;0.0275;0.0284;186000000.0;1920000000.0;66682071280.18;39190.0;1;87313;15920000.0;943317
2019-07-14;0.0285;0.0293;0.0249;0.0252;232000000.0;1810000000.0;66682068083.86;35240.0;1.07;93708;20950000.0;919599
2019-07-15;0.0252;0.0258;0.0237;0.0252;135000000.0;1660000000.0;66682076921.08;34930.0;1.07;9601;24800000.0;980486
2019-07-16;0.0252;0.0256;0.0204;0.0210;120000000.0;1570000000.0;66682082294.35;29380.0;1.19;93593;24810000.0;1028300
2019-07-17;0.0210;0.0239;0.0205;0.0228;125000000.0;1470000000.0;66682059644.57;31480.0;1.25;91605;26780000.0;1034132
2019-07-18;0.0228;0.0261;0.0223;0.0256;129000000.0;1620000000.0;66682085650.17;35510.0;1.32;97467;25660000.0;1074222
2019-07-19;0.0257;0.0281;0.0248;0.0281;137000000.0;1730000000.0;66682060682.83;38630.0;1.36;95973;44310000.0;1123112
2019-07-20;0.0281;0.0308;0.0276;0.0290;150000000.0;1930000000.0;66682069432.68;40800.0;1.37;92636;26520000.0;1183032
2019-07-21;0.0290;0.0298;0.0271;0.0292;124000000.0;1910000000.0;66682065273.37;39130.0;1.37;78151;14410000.0;3491517
2019-07-22;0.0292;0.0300;0.0260;0.0266;151000000.0;1900000000.0;66682081699.94;35770.0;1.4;90856;25970000.0;5280789
2019-07-23;0.0266;0.0269;0.0219;0.0242;297000000.0;1620000000.0;66682062900.92;32470.0;1.35;87719;72280000.0;5072055
2019-07-24;0.0241;0.0247;0.0225;0.0238;166000000.0;1560000000.0;66682066408.96;32500.0;1.35;81086;16340000.0;4695607
2019-07-25;0.0237;0.0244;0.0227;0.0230;104000000.0;1560000000.0;66682064654.2;31680.0;1.35;8133;26610000.0;4227757
2019-07-26;0.0230;0.0235;0.0223;0.0232;80040000.0;1520000000.0;66682080029.68;30760.0;1.35;8715;13420000.0;4240459
2019-07-27;0.0232;0.0238;0.0216;0.0219;84260000.0;1500000000.0;66682060919.63;29190.0;1.35;83145;10590000.0;4681663
2019-07-28;0.0219;0.0227;0.0212;0.0223;75650000.0;1480000000.0;66682081080.58;30300.0;1.31;8665;10450000.0;4783365
2019-07-29;0.0223;0.0227;0.0217;0.0220;76010000.0;1480000000.0;66682077760.32;30070.0;1.3;91309;14830000.0;4239896
2019-07-30;0.0220;0.0224;0.0216;0.0221;62020000.0;1470000000.0;66682057900;30350.0;1.29;112053;12780000.0;3656222
2019-07-31;0.0221;0.0227;0.0221;0.0224;71740000.0;1490000000.0;66682058899.16;30890.0;1.26;88527;10870000.0;2897338
2019-08-01;0.0224;0.0225;0.0218;0.0222;65670000.0;1470000000.0;66682065099.14;30550.0;1.25;82201;11880000.0;2488244
2019-08-02;0.0222;0.0222;0.0215;0.0217;150000000.0;1460000000.0;66682064116.7;30090.0;1.25;81783;86590000.0;2321237
2019-08-03;0.0217;0.0221;0.0216;0.0219;111000000.0;1450000000.0;66682076025.55;30120.0;1.25;81856;11980000.0;2726891
2019-08-04;0.0219;0.0228;0.0214;0.0224;120000000.0;1480000000.0;66682059092.52;30850.0;1.24;81283;12770000.0;3111005
2019-08-05;0.0224;0.0234;0.0221;0.0229;156000000.0;1510000000.0;66682075500.06;31420.0;1.24;83904;17900000.0;3145170
2019-08-06;0.0229;0.0229;0.0214;0.0217;151000000.0;1490000000.0;66682063998.06;29770.0;1.25;86879;20660000.0;2697311
2019-08-07;0.0217;0.0222;0.0213;0.0216;354000000.0;1450000000.0;66682081316.99;29850.0;1.21;83406;12620000.0;3252999
2019-08-08;0.0217;0.0224;0.0215;0.0219;75810000.0;1460000000.0;66682065209.59;30230.0;1.21;104164;12540000.0;3072428
2019-08-09;0.0220;0.0220;0.0193;0.0198;72730000.0;1400000000.0;66682068108.23;27260.0;1.25;87664;15240000.0;2496635
2019-08-10;0.0198;0.0207;0.0193;0.0204;218000000.0;1350000000.0;66682079261.8;28160.0;1.24;68087;12440000.0;2441901
2019-08-11;0.0204;0.0211;0.0199;0.0207;101000000.0;1370000000.0;66682084800.82;28560.0;1.18;175459;10180000.0;3585526
2019-08-12;0.0207;0.0212;0.0204;0.0207;55030000.0;1380000000.0;66682076792.54;28520.0;1.16;72889;10340000.0;2753740
2019-08-13;0.0207;0.0208;0.0199;0.0205;122000000.0;1360000000.0;66682082901.61;28040.0;1.15;83176;10380000.0;2786486
2019-08-14;0.0204;0.0205;0.0176;0.0178;72240000.0;1280000000.0;66682063619.45;24500.0;1.17;8078;16930000.0;2886981
2019-08-15;0.0178;0.0181;0.0159;0.0175;286000000.0;1140000000.0;66682054851.31;24190.0;1.17;68011;24870000.0;3040140
2019-08-16;0.0175;0.0177;0.0165;0.0169;211000000.0;1130000000.0;66682081918.37;23340.0;1.03;80037;15600000.0;3528737
2019-08-17;0.0169;0.0173;0.0167;0.0169;38040000.0;1130000000.0;66682057095.01;23130.0;0.97;80774;7110000.0;3899162
2019-08-18;0.0169;0.0183;0.0167;0.0178;103000000.0;1170000000.0;66682074168.89;24340.0;0.88;77515;10280000.0;3953737
2019-08-19;0.0178;0.0183;0.0176;0.0180;41110000.0;1200000000.0;66682090284.29;24770.0;0.8;88295;12280000.0;3636780
2019-08-20;0.0180;0.0180;0.0173;0.0176;30530000.0;1170000000.0;66682082122.69;24180.0;0.78;94639;10380000.0;3633578
2019-08-21;0.0176;0.0176;0.0163;0.0168;69380000.0;1130000000.0;66682062408.86;23140.0;0.79;85283;10060000.0;3178233
2019-08-22;0.0168;0.0180;0.0166;0.0174;87450000.0;1160000000.0;66682073256.17;24230.0;0.76;80028;14280000.0;3291881
2019-08-23;0.0173;0.0184;0.0173;0.0180;80870000.0;1200000000.0;66682080182.58;24950.0;0.73;87221;12820000.0;2799098
2019-08-24;0.0181;0.0183;0.0174;0.0178;35650000.0;1180000000.0;66682061516.63;24570.0;0.73;83962;57470000.0;2514126
2019-08-25;0.0178;0.0183;0.0174;0.0175;35910000.0;1190000000.0;66682077429.03;24260.0;0.73;81459;8380000.000000001;2301567
2019-08-26;0.0175;0.0181;0.0174;0.0177;194000000.0;1180000000.0;66682077245.6;24430.0;0.73;93716;9830000.0;2488673
2019-08-27;0.0177;0.0178;0.0173;0.0176;32259999.999999996;1170000000.0;66682066435.4;24350.0;0.71;80625;11770000.0;2297948
2019-08-28;0.0176;0.0177;0.0153;0.0160;75600000.0;1120000000.0;66682070381.88;22100.0;0.77;77812;9730000.0;2398298
2019-08-29;0.0160;0.0160;0.0150;0.0155;68090000.0;1030000000.0;66682091677.64;21320.0;0.77;79735;9270000.0;2183649
2019-08-30;0.0155;0.0160;0.0151;0.0156;66459999.99999999;1040000000.0;66682068714.21;21500.0;0.77;77952;6670000.0;2185080
2019-08-31;0.0155;0.0158;0.0151;0.0155;65800000.0;1030000000.0;66682055708.54;21420.0;0.76;74651;7770000.0;2215583
2019-09-01;0.0155;0.0158;0.0154;0.0156;21050000.0;1030000000.0;66682067769.15;21500.0;0.76;70219;8320000.0;2335034
2019-09-02;0.0156;0.0162;0.0152;0.0159;26900000.0;1040000000.0;66682069515.6;21970.0;0.77;76197;10960000.0;2137432
2019-09-03;0.0160;0.0162;0.0157;0.0159;61270000.0;1060000000.0;66682071906.65;21990.0;0.77;72417;7990000.0;2089092
2019-09-04;0.0159;0.0159;0.0154;0.0156;22500000.0;1040000000.0;66682090289.03;21450.0;0.76;75722;7640000.0;1969739
2019-09-05;0.0156;0.0156;0.0142;0.0150;40680000.0;1010000000.0;66682073712.13;20670.0;0.76;8028;8720000.0;1906416
2019-09-06;0.0150;0.0152;0.0139;0.0142;43970000.0;979000000.0;66682055184.78;19650.0;0.76;72302;13830000.0;1908927
2019-09-07;0.0142;0.0157;0.0142;0.0154;44650000.0;990000000.0;66682069138.94;21330.0;0.83;91833;9470000.0;2092803
2019-09-08;0.0154;0.0162;0.0152;0.0158;37700000.0;1040000000.0;66682075578.73;21770.0;0.83;7552;13510000.0;1967638
2019-09-09;0.0157;0.0162;0.0151;0.0157;112000000.0;1040000000.0;66682085283.68;21750.0;0.76;73828;10570000.0;1754087
2019-09-10;0.0156;0.0162;0.0153;0.0156;90330000.0;1050000000.0;66682092923.06;21500.0;0.75;7409;10130000.0;1626219
2019-09-11;0.0156;0.0157;0.0148;0.0149;46600000.0;1010000000.0;66682056970.71;20510.0;0.76;189165;9550000.0;1831255
2019-09-12;0.0149;0.0150;0.0144;0.0149;52360000.0;986000000.0;66682090979.05;20510.0;0.76;79179;12050000.0;1630620
2019-09-13;0.0149;0.0156;0.0147;0.0155;54570000.0;1000000000.0;66682080179.68;21460.0;0.78;91442;8170000.0;1654301
2019-09-14;0.0156;0.0160;0.0152;0.0158;113000000.0;1040000000.0;66682058123.01;21860.0;0.66;86048;9290000.0;1849432
2019-09-15;0.0158;0.0160;0.0154;0.0155;49100000.0;1050000000.0;66682082672.17;21410.0;0.66;85528;5480000.0;1732856
2019-09-16;0.0155;0.0158;0.0153;0.0157;90710000.0;1040000000.0;66682063507.76;21670.0;0.65;91957;7160000.0;1717800
2019-09-17;0.0157;0.0175;0.0157;0.0167;110000000.0;1090000000.0;66682073120.87;23210.0;0.69;77053;12860000.0;1706327
2019-09-18;0.0167;0.0186;0.0167;0.0179;442000000.0;1180000000.0;66682054586.3;24820.0;0.71;77691;17140000.0;1492658
2019-09-19;0.0179;0.0180;0.0164;0.0176;138000000.0;1140000000.0;66682061670.14;24320.0;0.71;89774;13210000.0;1653380
2019-09-20;0.0176;0.0177;0.0170;0.0174;67520000.0;1150000000.0;66682084252.1;23990.0;0.71;79311;9200000.0;1740286
2019-09-21;0.0174;0.0187;0.0171;0.0181;76800000.0;1180000000.0;66682090933.89;25130.0;0.71;77937;11620000.0;1666400
2019-09-22;0.0181;0.0181;0.0164;0.0168;77210000.0;1160000000.0;66682078775.85;23330.0;0.74;82088;14780000.0;1913607
2019-09-23;0.0168;0.0171;0.0158;0.0160;166000000.0;1110000000.0;66682063860.77;22120.0;0.75;9262;77190000.0;2131844
2019-09-24;0.0159;0.0163;0.0115;0.0126;215000000.0;985000000.0;66682081883.18;17620.0;1.02;83452;20500000.0;2248591
2019-09-25;0.0126;0.0136;0.0123;0.0132;147000000.0;861000000.0;66682073493.33;18180.0;1.04;98997;13150000.0;2219033
2019-09-26;0.0132;0.0136;0.0121;0.0128;60430000.0;860000000.0;66682095097.56;17750.0;1.04;93337;12130000.0;2380965
2019-09-27;0.0128;0.0139;0.0126;0.0136;54060000.0;880000000.0;66682074066.05;18860.0;1.07;91975;10150000.0;2389910
2019-09-28;0.0136;0.0138;0.0133;0.0136;41420000.0;903000000.0;66682077186.37;18750.0;1.03;85576;7780000.0;2489169
2019-09-29;0.0136;0.0137;0.0129;0.0133;37910000.0;882000000.0;66682054740.55;18420.0;1.03;85551;5680000.0;2412317
2019-09-30;0.0133;0.0151;0.0129;0.0146;66800000.0;929000000.0;66682079895.98;20000.0;1.08;89298;12780000.0;2181296
2019-10-01;0.0146;0.0149;0.0138;0.0140;53090000.0;954000000.0;66682052867.51;19350.0;1.09;90084;7890000.0;2218578
2019-10-02;0.0140;0.0145;0.0137;0.0144;40650000.0;939000000.0;66682059128.32;19910.0;1.1;88676;7700000.0;2286160
2019-10-03;0.0144;0.0145;0.0139;0.0143;88090000.0;949000000.0;66682078481.01;19800.0;1.09;80592;7640000.0;2240168
2019-10-04;0.0143;0.0148;0.0140;0.0146;99100000.0;961000000.0;66682058717.75;20160.0;1.09;81334;6180000.0;2424077
2019-10-05;0.0146;0.0151;0.0144;0.0151;120000000.0;982000000.0;66682063700.42;20820.0;1.1;91866;6600000.0;1919969
2019-10-06;0.0152;0.0154;0.0144;0.0145;92990000.0;991000000.0;66682080199.36;20040.0;1.1;74557;7260000.0;1967208
2019-10-07;0.0145;0.0165;0.0144;0.0163;73180000.0;1040000000.0;66682059919.77;22520.0;1.16;93799;15280000.0;2204050
2019-10-08;0.0163;0.0172;0.0158;0.0169;66099999.99999999;1100000000.0;66682070010.53;23460.0;1.13;89025;15320000.0;2369261
2019-10-09;0.0169;0.0175;0.0165;0.0170;60550000.0;1130000000.0;66682058235.31;23450.0;1.13;85473;21940000.0;2527774
2019-10-10;0.0170;0.0170;0.0160;0.0163;49030000.0;1100000000.0;66682070927.55;22500.0;1.14;8154;9420000.0;2377169
2019-10-11;0.0163;0.0167;0.0156;0.0158;52000000.0;1070000000.0000001;66682057930.36;21840.0;1.14;235468;37840000.0;2538221
2019-10-12;0.0158;0.0161;0.0156;0.0157;33820000.0;1060000000.0;66682088365.17;21670.0;1.13;95206;6080000.0;2458788
2019-10-13;0.0157;0.0164;0.0156;0.0161;94110000.0;1070000000.0000001;66682072475.64;22210.0;1.13;80438;7570000.0;2365789
2019-10-14;0.0161;0.0168;0.0160;0.0167;78820000.0;1100000000.0;66682084995.07;23030.0;1.13;102147;10290000.0;2378352
2019-10-15;0.0167;0.0168;0.0154;0.0156;76000000.0;1080000000.0;66682075591.71;21610.0;1.15;99739;15940000.0;2066986
2019-10-16;0.0156;0.0168;0.0140;0.0152;7680000.0;1010000000.0;66682079688.35;20970.0;1.16;88024;12310000.0;2167139
2019-10-17;0.0152;0.0155;0.0145;0.0154;45810000.0;1010000000.0;66682065731.1;21260.0;1.16;92713;15500000.0;2284768
2019-10-18;0.0154;0.0156;0.0146;0.0154;170000000.0;1010000000.0;66682051882.16;21240.0;1.13;103565;15960000.0;2424292
2019-10-19;0.0154;0.0158;0.0152;0.0155;43350000.0;1040000000.0;66682060168.45;21360.0;1.1;116181;10110000.0;2124816
2019-10-20;0.0155;0.0156;0.0151;0.0155;125000000.0;1020000000.0;66682089807.25;21420.0;1.1;91768;8780000.0;2170342
2019-10-21;0.0155;0.0157;0.0153;0.0155;64720000.0;1030000000.0;66682075111.24;21470.0;1.1;111072;15490000.0;2006956
2019-10-22;0.0155;0.0157;0.0151;0.0151;22710000.0;1030000000.0;66682062489.93;20890.0;1.09;87152;5620000.0;2496264
2019-10-23;0.0151;0.0152;0.0137;0.0143;83460000.0;973000000.0;66682055245.76;19750.0;1.08;86435;11090000.0;2906891
2019-10-24;0.0143;0.0154;0.0142;0.0152;39440000.0;988000000.0;66682051352.5;21040.0;1.08;12406;12310000.0;2872832
2019-10-25;0.0152;0.0178;0.0150;0.0177;167000000.0;1080000000.0;66682058538.02;24210.0;0.95;121369;111000000.0;2745127
2019-10-26;0.0177;0.0184;0.0158;0.0166;226000000.0;1140000000.0;66682059129.41;22960.0;0.98;84209;24600000.0;2430395
2019-10-27;0.0167;0.0199;0.0162;0.0192;226000000.0;1220000000.0;66682070615.41;26440.0;1.07;100446;30740000.0;2409245
2019-10-28;0.0192;0.0223;0.0192;0.0203;219000000.0;1380000000.0;66682072922.99;28150.0;1.06;11458;45990000.0;2607253
2019-10-29;0.0200;0.0226;0.0199;0.0220;274000000.0;1430000000.0;66682075170.31;30340.0;1.09;94548;58270000.0;2211033
2019-10-30;0.0220;0.0230;0.0198;0.0200;156000000.0;1400000000.0;66682084371.64;27680.0;1.15;9915;28800000.0;1683650
2019-10-31;0.0200;0.0205;0.0191;0.0198;89360000.0;1320000000.0;66682083373.3;27350.0;1.11;122364;27990000.0;1664394
2019-11-01;0.0198;0.0201;0.0192;0.0197;145000000.0;1310000000.0;66682083292.33;27170.0;1.1;96731;14470000.0;1700710
2019-11-02;0.0197;0.0202;0.0196;0.0199;53590000.0;1330000000.0;66682060810.28;27490.0;1.1;105088;12210000.0;1953518
2019-11-03;0.0199;0.0201;0.0193;0.0196;46680000.0;1310000000.0;66682068790.1;27190.0;1.1;105407;8390000.0;1832211
2019-11-04;0.0197;0.0202;0.0185;0.0198;207000000.0;1290000000.0;66682059470.35;27370.0;1.1;95248;12500000.0;1819395
2019-11-05;0.0198;0.0201;0.0193;0.0198;169000000.0;1320000000.0;66682088034.58;27390.0;1.1;121475;10000000.0;1707378
2019-11-06;0.0198;0.0208;0.0196;0.0202;136000000.0;1340000000.0;66682060842.36;27810.0;1.08;98054;15990000.0;1432520
2019-11-07;0.0202;0.0202;0.0189;0.0195;118000000.0;1300000000.0;66682064812.01;26980.0;1.02;124016;10540000.0;1357300
2019-11-08;0.0195;0.0197;0.0183;0.0187;120000000.0;1270000000.0;66682080101.69;25970.0;1.03;136393;11010000.0;1453224
2019-11-09;0.0187;0.0191;0.0187;0.0190;130000000.0;1260000000.0;66682058564.04;26250.0;1.03;108999;5920000.0;1749812
2019-11-10;0.0189;0.0199;0.0188;0.0193;56230000.0;1290000000.0;66682061290.78;26750.0;1.02;112613;10480000.0;1623822
2019-11-11;0.0194;0.0194;0.0186;0.0191;142000000.0;1270000000.0;66682086083.65;26300.0;1.01;240403;8310000.000000001;1680775
2019-11-12;0.0191;0.0198;0.0189;0.0196;59410000.0;1290000000.0;66682064370.77;27080.0;1.01;11277;13160000.0;1417079
2019-11-13;0.0197;0.0202;0.0192;0.0201;60270000.0;1320000000.0;66682078402.5;27700.0;1.01;133916;11180000.0;1486459
2019-11-14;0.0201;0.0202;0.0188;0.0194;56100000.0;1300000000.0;66682075744.24;26810.0;1.02;110627;10820000.0;1318471
2019-11-15;0.0194;0.0196;0.0182;0.0186;56620000.0;1260000000.0;66682061720.23;25690.0;1;95269;10510000.0;1276069
2019-11-16;0.0186;0.0188;0.0184;0.0187;83420000.0;1240000000.0;66682085913.46;25810.0;1;88821;6830000.0;1078986
2019-11-17;0.0187;0.0190;0.0182;0.0187;73450000.0;1240000000.0;66682070583.82;25930.0;1;98205;6310000.0;1465013
2019-11-18;0.0187;0.0188;0.0166;0.0171;60620000.0;1190000000.0;66682078855.44;23710.0;1.04;7945;16880000.0;1067157
2019-11-19;0.0171;0.0172;0.0164;0.0169;50340000.0;1120000000.0;66682062478.03;23360.0;1.05;7667;11860000.0;1015653
2019-11-20;0.0170;0.0171;0.0164;0.0165;45110000.0;1120000000.0;66682090139.43;22790.0;1.05;93165;14010000.0;1020600
2019-11-21;0.0165;0.0166;0.0145;0.0154;48360000.0;1050000000.0;66682092108.96;21230.0;1.08;9098;15770000.0;1063261
2019-11-22;0.0154;0.0156;0.0132;0.0144;52810000.0;970000000.0;66682083965.78;19950.0;1.1;115719;16420000.000000002;1187743
2019-11-23;0.0144;0.0151;0.0140;0.0151;41420000.0;967000000.0;66682092462.96;20800.0;1.1;79464;11770000.0;1050889
2019-11-24;0.0151;0.0152;0.0137;0.0138;44490000.0;958000000.0;66682077284.81;19100.0;1.12;95461;11760000.0;1135545
2019-11-25;0.0137;0.0147;0.0130;0.0142;54830000.0;925000000.0;66682056467.67;19730.0;0.97;95442;15590000.0;990162
2019-11-26;0.0142;0.0155;0.0141;0.0153;63480000.0;987000000.0;66682070584.1;21200.0;0.98;98093;13970000.0;1082897
2019-11-27;0.0153;0.0165;0.0144;0.0161;301000000.0;1030000000.0;66682075568.62;22280.0;0.86;100629;32909999.999999996;1050298
2019-11-28;0.0161;0.0163;0.0156;0.0158;40820000.0;1070000000.0000001;66682062210.22;21920.0;0.84;80583;7970000.0;1164647
2019-11-29;0.0158;0.0164;0.0158;0.0162;39330000.0;1070000000.0000001;66682086712.55;22310.0;0.78;87994;10530000.0;1145901
2019-11-30;0.0161;0.0162;0.0153;0.0155;36160000.0;1050000000.0;66682070509.59;21400.0;0.73;91655;9800000.0;1063127
2019-12-01;0.0155;0.0161;0.0150;0.0159;42950000.0;1040000000.0;66682058958.07;22070.0;0.74;95932;8320000.0;1011575
