Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Volatility;Active Addresses Count;Transaction Volume;Transactions Count
2022-01-13;0.0681;0.0686;0.0660;0.0662;670000000.0;6930000000.0;101838540037.1;91380.0;0.54;1219991;458000000.0;3141276
2022-01-14;0.0662;0.0685;0.0659;0.0677;691000000.0;6740000000.0;101833769615.02;93320.0;0.54;1173774;163000000.0;3036431
2022-01-15;0.0677;0.0694;0.0670;0.0685;144000000.0;6890000000.0;101831737473.08;94650.0;0.55;1258877;152000000.0;3046505
2022-01-16;0.0684;0.0704;0.0683;0.0699;162000000.0;6970000000.0;101829990998.27;96400.0;0.55;1077272;127000000.0;2748867
2022-01-17;0.0699;0.0725;0.0689;0.0709;280000000.0;7120000000.0;101828768544.42;97650.0;0.51;1253575;187000000.0;3248173
2022-01-18;0.0709;0.0714;0.0674;0.0685;260000000.0;7220000000.0;101826239687;94560.0;0.53;1192028;215000000.0;3134756
2022-01-19;0.0685;0.0697;0.0661;0.0692;234000000.0;6970000000.0;101823739160.68;95810.0;0.52;1102391;215000000.0;3027095
2022-01-20;0.0692;0.0721;0.0674;0.0677;205000000.0;7040000000.0;101821218389.53;93400.0;0.52;1262051;207000000.0;3288929
2022-01-21;0.0677;0.0687;0.0597;0.0611;664000000.0;6890000000.0;101818342019.42;84300.0;0.54;1144979;302000000.0;3108389
2022-01-22;0.0611;0.0620;0.0527;0.0568;432000000.0;6220000000.0;101815684751.96;78290.0;0.67;1215722;279000000.0;3220260
2022-01-23;0.0568;0.0586;0.0554;0.0575;268000000.0;5780000000.0;101812562758.21;79580.0;0.61;1050646;214000000.0;2806426
2022-01-24;0.0575;0.0576;0.0510;0.0551;342000000.0;5860000000.0;101811534400.9;76180.0;0.64;1090311;237000000.0;2995722
2022-01-25;0.0550;0.0562;0.0543;0.0559;893000000.0;5600000000.0;101809557800.83;77410.0;0.62;1244316;221000000.0;3229486
2022-01-26;0.0559;0.0591;0.0554;0.0562;397000000.0;5690000000.0;101807609540.4;77770.0;0.63;1277083;215000000.0;3290079
2022-01-27;0.0562;0.0572;0.0545;0.0565;286000000.0;5720000000.0;101805509316.28;77770.0;0.63;98372;138000000.0;2879861
2022-01-28;0.0565;0.0577;0.0558;0.0576;95050000.0;5750000000.0;101804367974.36;79570.0;0.61;1117767;137000000.0;2910454
2022-01-29;0.0576;0.0604;0.0571;0.0604;149000000.0;5860000000.0;101802957831.91;83230.0;0.64;1146744;132000000.0;3065882
2022-01-30;0.0604;0.0606;0.0582;0.0587;240000000.0;6140000000.0;101802085877.73;81340.0;0.64;1106422;109000000.0;3037042
2022-01-31;0.0586;0.0594;0.0567;0.0591;713000000.0;5970000000.0;101801635311.66;81540.0;0.64;1011675;104000000.0;2957291
2022-02-01;0.0591;0.0603;0.0588;0.0598;163000000.0;6020000000.0;101801240842.38;82700.0;0.64;1086548;199000000.0;2989488
2022-02-02;0.0598;0.0616;0.0585;0.0585;210000000.0;6090000000.0;101801186535.07;81130.0;0.64;953402;97990000.0;2898308
2022-02-03;0.0585;0.0599;0.0583;0.0598;214000000.0;5960000000.0;101800977973.64;82320.0;0.64;1063170;209000000.0;2830212
2022-02-04;0.0598;0.0646;0.0597;0.0645;474000000.0;6090000000.0;101800825057.02;88600.0;0.69;1002602;166000000.0;3129952
2022-02-05;0.0645;0.0663;0.0636;0.0647;1390000000.0;6560000000.0;101799884424.23;89650.0;0.68;1029107;183000000.0;3074993
2022-02-06;0.0647;0.0664;0.0644;0.0662;144000000.0;6590000000.0;101799029036.08;91380.0;0.68;1188853;118000000.0;3120581
2022-02-07;0.0662;0.0694;0.0653;0.0686;233000000.0;6740000000.0;101798027932.77;94850.0;0.68;1186502;168000000.0;3308928
2022-02-08;0.0686;0.0703;0.0668;0.0681;241000000.0;6980000000.0;101796087992.92;94210.0;0.67;1303763;210000000.0;3389786
2022-02-09;0.0681;0.0701;0.0674;0.0700;224000000.0;6940000000.0;101793987307.23;96680.0;0.67;1307293;232000000.0;3276906
2022-02-10;0.0700;0.0717;0.0684;0.0685;243000000.0;7120000000.0;101791856580.02;95070.0;0.65;1259196;203000000.0;3208041
2022-02-11;0.0685;0.0686;0.0634;0.0640;273000000.0;6980000000.0;101789724882.98;88380.0;0.67;1164912;243000000.0;3274876
2022-02-12;0.0640;0.0651;0.0622;0.0636;225000000.0;6520000000.0;101786923464.11;87570.0;0.67;961278;234000000.0;3072585
2022-02-13;0.0636;0.0651;0.0632;0.0643;200000000.0;6470000000.0;101785128947.76;89020.0;0.67;949462;134000000.0;2909629
2022-02-14;0.0643;0.0655;0.0633;0.0645;167000000.0;6550000000.0;101783978824.89;89270.0;0.67;1359354;156000000.0;3518129
2022-02-15;0.0645;0.0670;0.0644;0.0669;194000000.0;6560000000.0;101782032631.26;92280.0;0.67;1205858;176000000.0;3337835
2022-02-16;0.0669;0.0670;0.0655;0.0664;164000000.0;6810000000.0;101779679434.4;92020.0;0.68;1364750;203000000.0;3702784
2022-02-17;0.0665;0.0672;0.0621;0.0625;259000000.0;6760000000.0;101777454251.68;86420.0;0.68;1120829;187000000.0;3466539
2022-02-18;0.0625;0.0641;0.0621;0.0631;162000000.0;6360000000.0;101775353375.57;87320.0;0.69;1102038;171000000.0;3435302
2022-02-19;0.0631;0.0644;0.0629;0.0635;137000000.0;6420000000.0;101773373417.04;87740.0;0.69;1286369;177000000.0;3766207
2022-02-20;0.0635;0.0636;0.0611;0.0620;179000000.0;6460000000.0;101771535366.48;85980.0;0.69;1212454;238000000.0;3429851
2022-02-21;0.0620;0.0637;0.0593;0.0596;266000000.0;6310000000.0;101769669617.52;82830.0;0.61;1110539;196000000.0;3479558
2022-02-22;0.0596;0.0628;0.0591;0.0627;188000000.0;6060000000.0;101767201614.91;86480.0;0.58;1355239;304000000.0;4080566
2022-02-23;0.0627;0.0639;0.0607;0.0608;608000000.0;6380000000.0;101763749917.7;84280.0;0.59;1227954;237000000.0;3894769
2022-02-24;0.0608;0.0619;0.0562;0.0611;641000000.0;6190000000.0;101760228815.55;84210.0;0.6;1284901;282000000.0;4004316
2022-02-25;0.0611;0.0629;0.0554;0.0595;255000000.0;6220000000.0;101757205950.94;82480.0;0.64;1401156;442000000.0;4327092
2022-02-26;0.0595;0.0616;0.0588;0.0596;168000000.0;6050000000.0;101752447920.89;82010.0;0.59;1265599;315000000.0;3836753
2022-02-27;0.0596;0.0608;0.0574;0.0581;523000000.0;6070000000.0;101747788489.62;79990.0;0.59;1346292;217000000.0;3815030
2022-02-28;0.0581;0.0628;0.0574;0.0618;362000000.0;5910000000.0;101744634238.16;85040.0;0.61;1442632;338000000.0;4135660
2022-03-01;0.0618;0.0629;0.0610;0.0622;281000000.0;6290000000.0;101740580841.08;85420.0;0.61;1364482;247000000.0;3852414
2022-03-02;0.0622;0.0630;0.0608;0.0615;234000000.0;6330000000.0;101737297524.84;84860.0;0.61;1405600;223000000.0;3949007
2022-03-03;0.0616;0.0617;0.0591;0.0600;287000000.0;6260000000.0;101734255062.09;82850.0;0.62;1339853;173000000.0;3884775
2022-03-04;0.0600;0.0602;0.0575;0.0583;120000000.0;6100000000.0;101731582288.84;80370.0;0.61;1399683;215000000.0;3929995
2022-03-05;0.0583;0.0609;0.0577;0.0604;100000000.0;5930000000.0;101729356600.7;82990.0;0.62;1401254;169000000.0;3831584
2022-03-06;0.0604;0.0609;0.0587;0.0589;266000000.0;6140000000.0;101727523662.51;80490.0;0.62;1297965;129000000.0;3682166
2022-03-07;0.0589;0.0606;0.0578;0.0586;303000000.0;5990000000.0;101725844168.8;81000.0;0.57;1335297;198000000.0;3629839
2022-03-08;0.0586;0.0611;0.0585;0.0605;668000000.0;5960000000.0;101723773885.43;83610.0;0.58;1301030;167000000.0;3650544
2022-03-09;0.0606;0.0627;0.0604;0.0608;586000000.0;6160000000.0;101721946476.66;83960.0;0.57;1240029;654000000.0;3587361
2022-03-10;0.0608;0.0609;0.0579;0.0599;472000000.0;6190000000.0;101720237975.45;82820.0;0.56;1137959;161000000.0;3432340
2022-03-11;0.0599;0.0609;0.0590;0.0602;189000000.0;6090000000.0;101718798069.28;83340.0;0.56;1073145;157000000.0;3350196
2022-03-12;0.0602;0.0607;0.0596;0.0597;107000000.0;6130000000.0;101717653565.53;82460.0;0.55;977089;115000000.0;3118177
2022-03-13;0.0597;0.0603;0.0589;0.0593;120000000.0;6070000000.0;101716616166.87;81930.0;0.55;971076;98250000.0;3046804
2022-03-14;0.0593;0.0604;0.0589;0.0601;120000000.0;6030000000.0;101716060729.5;83180.0;0.5;1129948;122000000.0;3372146
2022-03-15;0.0601;0.0607;0.0596;0.0605;126000000.0;6110000000.0;101714736957.99;83630.0;0.51;1051542;144000000.0;3291391
2022-03-16;0.0605;0.0616;0.0594;0.0611;128000000.0;6160000000.0;101713425627.26;84330.0;0.51;1060157;166000000.0;3319185
2022-03-17;0.0611;0.0611;0.0606;0.0607;79740000.0;6220000000.0;101712239122.88;83970.0;0.51;1050797;142000000.0;3356471
2022-03-18;0.0608;0.0619;0.0601;0.0616;102000000.0;6180000000.0;101711100535.26;85310.0;0.49;1082793;157000000.0;3414520
2022-03-19;0.0617;0.0622;0.0613;0.0619;201000000.0;6270000000.0;101709832421.98;85530.0;0.49;995662;123000000.0;3031985
2022-03-20;0.0619;0.0625;0.0608;0.0615;210000000.0;6300000000.0;101708770081.51;84990.0;0.45;1039484;134000000.0;3120254
2022-03-21;0.0616;0.0619;0.0607;0.0618;184000000.0;6260000000.0;101708128924.15;85400.0;0.45;942301;153000000.0;2892361
2022-03-22;0.0618;0.0640;0.0616;0.0635;210000000.0;6280000000.0;101706880078.76;87560.0;0.45;1009749;178000000.0;3324569
2022-03-23;0.0634;0.0649;0.0632;0.0643;201000000.0;6450000000.0;101705373333.83;88850.0;0.45;953895;209000000.0;3140606
2022-03-24;0.0643;0.0660;0.0637;0.0657;210000000.0;6540000000.0;101704032338.38;90590.0;0.43;1028929;209000000.0;3248224
2022-03-25;0.0657;0.0667;0.0638;0.0644;220000000.0;6680000000.0;101702401298.56;89060.0;0.4;1049831;112000000.0;3298319
2022-03-26;0.0644;0.0664;0.0638;0.0663;291000000.0;6550000000.0;101700631963.62;91280.0;0.39;935901;121000000.0;3034669
2022-03-27;0.0664;0.0696;0.0658;0.0690;356000000.0;6750000000.0;101699607750.6;95580.0;0.41;939262;187000000.0;3181728
2022-03-28;0.0690;0.0720;0.0685;0.0691;341000000.0;7020000000.0;101698695569.96;95970.0;0.41;1077255;178000000.0;3537475
2022-03-29;0.0692;0.0726;0.0683;0.0694;296000000.0;7030000000.0;101696345362.65;95770.0;0.41;1042572;189000000.0;3570528
2022-03-30;0.0694;0.0745;0.0674;0.0734;627000000.0;7060000000.0;101693890347.35;100000.0;0.41;1021264;238000000.0;3373981
2022-03-31;0.0734;0.0796;0.0733;0.0739;451000000.0;7460000000.0;101691590830.23;100000.0;0.38;966542;324000000.0;3300579
2022-04-01;0.0740;0.0752;0.0704;0.0750;181000000.0;7520000000.0;101688954385.03;100000.0;0.39;1203814;219000000.0;3361719
2022-04-02;0.0750;0.0765;0.0728;0.0732;150000000.0;7620000000.0;101686688869.45;100000.0;0.39;1139510;222000000.0;3362041
2022-04-03;0.0732;0.0737;0.0721;0.0731;260000000.0;7450000000.0;101684865552.34;100000.0;0.39;1015459;248000000.0;3231980
2022-04-04;0.0731;0.0731;0.0688;0.0707;262000000.0;7440000000.0;101683261516.73;97880.0;0.42;1113414;215000000.0;3613915
2022-04-05;0.0707;0.0718;0.0692;0.0693;259000000.0;7190000000.0;101680544891.54;96190.0;0.38;1008606;169000000.0;3315900
2022-04-06;0.0693;0.0694;0.0630;0.0631;274000000.0;7040000000.0;101678281470.03;87580.0;0.45;1083333;165000000.0;3522249
2022-04-07;0.0632;0.0648;0.0627;0.0643;149000000.0;6430000000.0;101675969016.42;89080.0;0.49;1054766;170000000.0;3361587
2022-04-08;0.0643;0.0652;0.0621;0.0626;134000000.0;6540000000.0;101672457905.26;86230.0;0.49;1401699;144000000.0;3869943
2022-04-09;0.0626;0.0641;0.0622;0.0640;365000000.0;6370000000.0;101669623665.24;88270.0;0.5;1237684;165000000.0;3466869
2022-04-10;0.0640;0.0643;0.0622;0.0624;335000000.0;6500000000.0;101667529226.95;86410.0;0.5;1200395;106000000.0;3452048
2022-04-11;0.0624;0.0626;0.0578;0.0582;158000000.0;6340000000.0;101665905616.24;80500.0;0.54;1317745;756000000.0;3740483
2022-04-12;0.0583;0.0604;0.0579;0.0599;142000000.0;5920000000.0;101663367418.07;82850.0;0.56;1157106;135000000.0;3461961
2022-04-13;0.0599;0.0616;0.0594;0.0615;145000000.0;6090000000.0;101660590195.16;84950.0;0.57;1150307;141000000.0;3593399
2022-04-14;0.0615;0.0622;0.0594;0.0601;161000000.0;6250000000.0;101658317582.68;83080.0;0.58;1154956;166000000.0;3476565
2022-04-15;0.0601;0.0623;0.0599;0.0618;151000000.0;6110000000.0;101656697091.92;85470.0;0.58;1361931;146000000.0;4051821
2022-04-16;0.0618;0.0623;0.0609;0.0619;116000000.0;6280000000.0;101653662917.06;85690.0;0.58;1233501;114000000.0;3670508
2022-04-17;0.0619;0.0629;0.0598;0.0601;128000000.0;6290000000.0;101651060194.84;83230.0;0.58;1151317;107000000.0;3475458
2022-04-18;0.0601;0.0617;0.0589;0.0615;152000000.0;6110000000.0;101649010497.12;85010.0;0.59;1260068;160000000.0;3875576
2022-04-19;0.0615;0.0636;0.0611;0.0631;143000000.0;6250000000.0;101646621254.2;87570.0;0.6;1352646;153000000.0;4052540
2022-04-20;0.0631;0.0635;0.0618;0.0626;145000000.0;6420000000.0;101643953354.5;86540.0;0.6;1484700;157000000.0;4202863
2022-04-21;0.0626;0.0750;0.0624;0.0711;744000000.0;6360000000.0;101640335924.24;98980.0;0.76;1464478;614000000.0;4149409
2022-04-22;0.0711;0.0725;0.0664;0.0666;360000000.0;7230000000.0;101637280390.7;92250.0;0.77;1099355;288000000.0;3600049
2022-04-23;0.0666;0.0693;0.0665;0.0676;152000000.0;6770000000.0;101634435025.72;93720.0;0.78;1420140;144000000.0;3770205
2022-04-24;0.0676;0.0679;0.0646;0.0657;130000000.0;6870000000.0;101632743244.83;90860.0;0.78;1350341;152000000.0;3554814
2022-04-25;0.0657;0.0658;0.0618;0.0653;144000000.0;6680000000.0;101631136564.43;90300.0;0.79;1474673;169000000.0;4169799
2022-04-26;0.0653;0.0657;0.0616;0.0619;122000000.0;6640000000.0;101627952873.55;85490.0;0.79;1538501;161000000.0;4288657
2022-04-27;0.0619;0.0637;0.0617;0.0632;117000000.0;6290000000.0;101624899290.94;87280.0;0.79;1409312;148000000.0;4048889
2022-04-28;0.0632;0.0641;0.0625;0.0637;239000000.0;6420000000.0;101622001186.68;88010.0;0.79;1291632;173000000.0;3768012
2022-04-29;0.0637;0.0700;0.0627;0.0637;298000000.0;6480000000.0;101618989139.06;87850.0;0.8;1474822;276000000.0;4353843
2022-04-30;0.0637;0.0652;0.0619;0.0626;221000000.0;6470000000.0;101615715100.17;86710.0;0.77;1346684;197000000.0;4081962
2022-05-01;0.0627;0.0717;0.0616;0.0708;366000000.0;6370000000.0;101612972731.65;98160.0;0.82;1272391;281000000.0;3934599
2022-05-02;0.0708;0.0736;0.0645;0.0689;349000000.0;7190000000.0;101610560566.33;94720.0;0.92;1416736;350000000.0;3975791
2022-05-03;0.0689;0.0752;0.0681;0.0726;381000000.0;7010000000.0;101607998005.41;99370.0;0.9;1312241;310000000.0;3903355
2022-05-04;0.0726;0.0870;0.0699;0.0863;658000000.0;7380000000.0;101605901079.09;120000.0;0.94;1665513;623000000.0;4256258
2022-05-05;0.0863;0.0898;0.0716;0.0745;685000000.0;8770000000.0;101603073184.07;100000.0;1.22;1676936;651000000.0;4210855
2022-05-06;0.0745;0.0884;0.0727;0.0863;863000000.0;7570000000.0;101599269915.14;120000.0;1.24;1914786;541000000.0;4776418
2022-05-07;0.0863;0.0888;0.0798;0.0835;2780000000.0;8770000000.0;101596033625.39;120000.0;1.26;1452701;410000000.0;4087312
2022-05-08;0.0835;0.0928;0.0802;0.0879;1570000000.0;8260000000.0;98905212838.91;120000.0;1.27;1683788;448000000.0;4299490
2022-05-09;0.0879;0.0881;0.0720;0.0727;816000000.0;8670000000.0;98553054678.55;100000.0;1.34;1526724;496000000.0;4517893
2022-05-10;0.0727;0.0825;0.0714;0.0769;629000000.0;7150000000.0;98388992781.5;110000.0;1.47;1499956;554000000.0;4516224
2022-05-11;0.0769;0.0849;0.0627;0.0747;1070000000.0000001;7550000000.0;98194961806.6;100000.0;1.43;1775924;865000000.0;5104840
2022-05-12;0.0747;0.0806;0.0655;0.0671;633000000.0;7330000000.0;98189990933.75;92690.0;1.42;1783051;653000000.0;5254498
2022-05-13;0.0671;0.0764;0.0664;0.0741;316000000.0;6590000000.0;98184308561.67;100000.0;1.48;1671505;478000000.0;4970461
2022-05-14;0.0742;0.0760;0.0706;0.0723;194000000.0;7280000000.0;98179659753.12;99930.0;1.49;1670376;298000000.0;4916448
2022-05-15;0.0723;0.0726;0.0677;0.0723;177000000.0;7100000000.0;98176530671.92;99660.0;1.5;1504652;270000000.0;4477978
2022-05-16;0.0723;0.0723;0.0671;0.0691;186000000.0;7080000000.0;97973768829.5;95380.0;1.5;1755666;194000000.0;4694428
2022-05-17;0.0691;0.0739;0.0688;0.0722;269000000.0;6750000000.0;97770462007.46;99890.0;1.5;1599243;242000000.0;4742522
2022-05-18;0.0722;0.0728;0.0693;0.0709;179000000.0;7050000000.0;97652953957.67;98120.0;1.5;1577066;289000000.0;4381016
2022-05-19;0.0709;0.0749;0.0700;0.0735;240000000.0;6920000000.0;97560449895.21;100000.0;1.5;1685055;274000000.0;4469688
2022-05-20;0.0735;0.0750;0.0698;0.0712;241000000.0;7160000000.0;97348209733.14;98570.0;1.5;1809493;339000000.0;4615830
2022-05-21;0.0712;0.0757;0.0703;0.0739;147000000.0;6910000000.0;97145970454.44;100000.0;1.51;2023434;273000000.0;4685298
2022-05-22;0.0739;0.0786;0.0735;0.0781;221000000.0;7150000000.0;96753126408.97;110000.0;1.45;1672888;332000000.0;4116754
2022-05-23;0.0781;0.0825;0.0757;0.0761;326000000.0;7470000000.0;95652133981.26;110000.0;1.44;2158928;370000000.0;4911491
2022-05-24;0.0761;0.0830;0.0759;0.0806;312000000.0;7240000000.0;95149567932.47;110000.0;1.46;2176015;825000000.0;4731014
2022-05-25;0.0805;0.0883;0.0797;0.0846;287000000.0;7610000000.0;94634186638.78;120000.0;1.45;1873478;365000000.0;4758555
2022-05-26;0.0846;0.0865;0.0787;0.0822;415000000.0;8010000000.0;94613256288.68;110000.0;1.45;1827612;364000000.0;4670744
2022-05-27;0.0822;0.0838;0.0783;0.0807;306000000.0;7750000000.0;94260306240.78;110000.0;1.45;1891820;254000000.0;4809227
2022-05-28;0.0807;0.0826;0.0789;0.0811;146000000.0;7590000000.0;93957756447.22;110000.0;1.44;1527292;138000000.0;4127849
2022-05-29;0.0811;0.0822;0.0781;0.0805;127000000.0;7620000000.0;93956342143.68;110000.0;1.44;2111451;266000000.0;4675535
2022-05-30;0.0805;0.0843;0.0801;0.0832;166000000.0;7560000000.0;93955276635.63;120000.0;1.44;2312358;1980000000.0;5461206
2022-05-31;0.0832;0.0845;0.0793;0.0843;185000000.0;7820000000.0;93952557582.75;120000.0;1.45;1819620;623000000.0;4882744
2022-06-01;0.0844;0.0922;0.0820;0.0835;416000000.0;7930000000.0;93949943199.19;120000.0;1.38;2413849;626000000.0;5559474
2022-06-02;0.0835;0.0856;0.0811;0.0843;171000000.0;7790000000.0;93226528482.98;120000.0;1.38;1826508;308000000.0;4774626
2022-06-03;0.0843;0.0864;0.0803;0.0810;144000000.0;7860000000.0;93224658906.14;110000.0;1.37;1660018;312000000.0;4549693
2022-06-04;0.0811;0.0813;0.0762;0.0804;176000000.0;7560000000.0;93223219792.15;110000.0;1.22;1718283;297000000.0;4687265
2022-06-05;0.0804;0.0826;0.0791;0.0814;95760000.0;7490000000.0;93222441313.23;110000.0;1.12;1587176;108000000.0;4243084
2022-06-06;0.0814;0.0848;0.0810;0.0815;308000000.0;7590000000.0;93221787365.54;110000.0;0.99;2288622;144000000.0;5541877
2022-06-07;0.0815;0.0830;0.0788;0.0818;171000000.0;7600000000.0;93219681079.12;110000.0;0.98;2111984;214000000.0;5457999
2022-06-08;0.0818;0.0826;0.0796;0.0806;159000000.0;7590000000.0;92796475457.46;110000.0;0.96;2288376;152000000.0;5415283
2022-06-09;0.0806;0.0819;0.0800;0.0810;263000000.0;7480000000.0;92794586792.21;110000.0;0.76;2172669;152000000.0;5471076
2022-06-10;0.0809;0.0816;0.0788;0.0789;167000000.0;7510000000.0;92792754507.62;110000.0;0.74;2748877;137000000.0;6136435
2022-06-11;0.0788;0.0803;0.0746;0.0761;590000000.0;7320000000.0;92790563158.79;100000.0;0.74;2281547;200000000.0;5402235
2022-06-12;0.0761;0.0787;0.0740;0.0761;626000000.0;7040000000.0;92539106676.86;110000.0;0.65;2266581;191000000.0;5282766
2022-06-13;0.0761;0.0766;0.0605;0.0638;655000000.0;7040000000.0;92537735914.36;87490.0;0.76;2654689;523000000.0;6692196
2022-06-14;0.0637;0.0648;0.0521;0.0555;512000000.0;5900000000.0;92533996965.04;76830.0;0.82;2665145;407000000.0;6798224
2022-06-15;0.0555;0.0639;0.0466;0.0630;2260000000.0;5140000000.0;92530607735.23;86900.0;0.88;2363276;942000000.0;6423930
2022-06-16;0.0630;0.0657;0.0582;0.0592;499000000.0;5820000000.0;92527177311.8;81370.0;1;2102405;442000000.0;5951689
2022-06-17;0.0591;0.0632;0.0586;0.0598;174000000.0;5470000000.0;92524374750.43;82700.0;1;2061377;146000000.0;5572611
2022-06-18;0.0597;0.0638;0.0570;0.0608;507000000.0;5530000000.0;92522528449.37;84040.0;1;2671005;182000000.0;6568478
2022-06-19;0.0608;0.0629;0.0584;0.0613;388000000.0;5620000000.0;92520625627.23;84610.0;0.99;2857151;204000000.0;6731433
2022-06-20;0.0612;0.0621;0.0594;0.0611;363000000.0;5660000000.0;92517184293.83;84110.0;0.98;3257988;141000000.0;7398461
2022-06-21;0.0611;0.0668;0.0609;0.0648;561000000.0;5650000000.0;92512713009.62;89540.0;1.02;2888533;173000000.0;7078012
2022-06-22;0.0648;0.0689;0.0629;0.0630;340000000.0;6000000000.0;92509341740.75;87070.0;0.98;2845279;155000000.0;7363083
2022-06-23;0.0630;0.0645;0.0618;0.0637;175000000.0;5830000000.0;92507183998.84;85910.0;0.98;3051642;154000000.0;7197765
2022-06-24;0.0637;0.0667;0.0635;0.0658;261000000.0;5900000000.0;92505111227.84;88670.0;0.96;2738888;128000000.0;6840196
2022-06-25;0.0658;0.0663;0.0636;0.0648;133000000.0;6090000000.0;92502675444.23;87790.0;0.94;2710725;166000000.0;6734126
2022-06-26;0.0648;0.0659;0.0640;0.0650;121000000.0;5990000000.0;92500922683.47;89520.0;0.94;2401446;116000000.0;6035941
2022-06-27;0.0650;0.0704;0.0649;0.0670;152000000.0;6010000000.0;92499817395.74;92400.0;0.95;2299269;218000000.0;6123333
2022-06-28;0.0670;0.0682;0.0651;0.0658;634000000.0;6190000000.0;92496969548.24;90880.0;0.94;2645916;190000000.0;6444954
2022-06-29;0.0658;0.0665;0.0640;0.0648;310000000.0;6090000000.0;92494300152.71;89140.0;0.95;2432063;156000000.0;5993541
2022-06-30;0.0648;0.0659;0.0618;0.0648;270000000.0;5990000000.0;92492804620.38;87880.0;0.94;2455888;198000000.0;6312116
2022-07-01;0.0647;0.0666;0.0641;0.0650;238000000.0;5980000000.0;92491055756.39;89750.0;0.93;2612975;606000000.0;6270177
2022-07-02;0.0650;0.0654;0.0643;0.0647;173000000.0;6010000000.0;92489487676.28;89190.0;0.93;2053902;96650000.0;5622420
2022-07-03;0.0647;0.0664;0.0624;0.0662;88790000.0;5980000000.0;92488648271.27;91170.0;0.93;1889392;102000000.0;5184160
2022-07-04;0.0662;0.0676;0.0654;0.0673;94470000.0;6130000000.0;92488464159.25;92390.0;0.93;1810271;122000000.0;5297101
2022-07-05;0.0672;0.0697;0.0665;0.0681;111000000.0;6220000000.0;92486915462.16;93810.0;0.93;1970104;130000000.0;5721122
2022-07-06;0.0681;0.0686;0.0667;0.0675;84720000.0;6300000000.0;92485563928.88;93140.0;0.93;1997484;141000000.0;5756731
2022-07-07;0.0675;0.0688;0.0661;0.0686;87770000.0;6240000000.0;92484141257.51;94600.0;0.93;1842402;127000000.0;5027954
2022-07-08;0.0686;0.0698;0.0676;0.0690;95630000.0;6340000000.0;92482876186.27;95530.0;0.94;1958733;133000000.0;5683945
2022-07-09;0.0690;0.0715;0.0689;0.0698;74980000.0;6380000000.0;92481597400.48;96380.0;0.94;1828130;134000000.0;5328148
2022-07-10;0.0698;0.0701;0.0672;0.0676;118000000.0;6450000000.0;92481140169.58;93150.0;0.94;1739220;96980000.0;4854643
2022-07-11;0.0676;0.0677;0.0645;0.0647;84680000.0;6250000000.0;92481097977.31;89030.0;0.94;2238024;99470000.0;6457142
2022-07-12;0.0645;0.0657;0.0643;0.0645;77130000.0;5970000000.0;92479674168.81;89050.0;0.94;2215664;97440000.0;6662195
2022-07-13;0.0645;0.0664;0.0636;0.0662;110000000.0;5970000000.0;92477894921.64;91340.0;0.94;2079017;95920000.0;6209049
2022-07-14;0.0662;0.0675;0.0649;0.0667;83420000.0;6120000000.0;92476491371.49;92370.0;0.77;2087784;111000000.0;6130902
2022-07-15;0.0667;0.0680;0.0664;0.0670;74960000.0;6170000000.0;92475400752.16;92740.0;0.62;2131992;110000000.0;5865152
2022-07-16;0.0670;0.0694;0.0661;0.0689;81490000.0;6200000000.0;92473942597.33;95220.0;0.44;1905782;105000000.0;5539877
2022-07-17;0.0689;0.0694;0.0673;0.0674;73490000.0;6370000000.0;92472973315.62;93360.0;0.39;1721365;84860000.0;4953512
2022-07-18;0.0674;0.0708;0.0672;0.0688;128000000.0;6230000000.0;92443585285.97;95120.0;0.41;1851616;154000000.0;5381260
2022-07-19;0.0688;0.0698;0.0676;0.0691;113000000.0;6360000000.0;92441691378.35;95680.0;0.41;1894761;166000000.0;5557619
2022-07-20;0.0691;0.0703;0.0670;0.0675;96470000.0;6390000000.0;92439927187.07;93520.0;0.4;2808647;103000000.0;6737576
2022-07-21;0.0675;0.0685;0.0664;0.0680;67810000.0;6240000000.0;92438409738.58;94020.0;0.41;2032763;108000000.0;6090341
2022-07-22;0.0680;0.0691;0.0666;0.0670;60470000.0;6290000000.0;92437002518.15;92650.0;0.35;1915775;121000000.0;5435108
2022-07-23;0.0670;0.0679;0.0660;0.0670;54790000.0;6190000000.0;92435591801.88;92570.0;0.34;1989200;89340000.0;5945852
2022-07-24;0.0670;0.0678;0.0667;0.0668;54360000.0;6200000000.0;92434800164.12;92550.0;0.34;1953957;65690000.0;5330748
2022-07-25;0.0669;0.0670;0.0636;0.0637;79880000.0;6180000000.0;92434180299.35;88490.0;0.35;2087581;121000000.0;5603871
2022-07-26;0.0637;0.0654;0.0630;0.0654;59680000.0;5890000000.0;92432132894.74;90170.0;0.37;2011511;116000000.0;5627883
2022-07-27;0.0654;0.0687;0.0651;0.0687;75030000.0;6040000000.0;92430186096.07;94690.0;0.4;2039097;138000000.0;5605810
2022-07-28;0.0687;0.0705;0.0675;0.0697;78630000.0;6350000000.0;92428625016.88;96380.0;0.41;1988620;139000000.0;5572135
2022-07-29;0.0697;0.0720;0.0681;0.0693;90370000.0;6440000000.0;92427264135.62;96040.0;0.41;1875436;153000000.0;5416923
