Date;Price (Open);Price (High);Price (Low);Price (Close);Real Volume;Circulating Marketcap;Circulating Supply;New Issuance;Active Addresses Count;Addresses with balance > $10M;Volatility;Addresses Count;Transaction Volume
2019-08-15;50.63;51.26;47.67;50.63;26230000.0;358000000.0;7199593.75;360000.0;2965;2;0.92;58716;74160000.0
2019-08-16;50.65;51.10;48.26;48.95;17550000.0;356000000.0;7206706.25;360000.0;28398;1;0.76;582636;65220000.0
2019-08-17;49.03;50.12;47.59;50.07;4000000.0;352000000.0;7213843.75;350000.0;27599;1;0.66;576613;44430000.0
2019-08-18;50.04;53.55;50.04;52.75;9960000.0;374000000.0;7221056.25;380000.0;2173;2;0.63;577183;49460000.0
2019-08-19;52.72;54.54;51.74;54.11;4470000.0;385000000.0;7228106.25;380000.0;23409;3;0.63;577414;59990000.0
2019-08-20;54.29;54.29;51.39;52.02;2440000.0;380000000.0;7235418.75;380000.0;22027;2;0.63;577798;55210000.0
2019-08-21;52.08;52.13;48.24;49.96;8260000.0;359000000.0;7242468.75;350000.0;24634;2;0.63;578565;118000000.0
2019-08-22;49.96;64.54;45.84;50.77;5480000.0;362000000.0;7249668.75;370000.0;23288;2;0.64;578599;228000000.0
2019-08-23;50.65;52.05;49.96;50.97;9020000.0;368000000.0;7256881.25;370000.0;2173;2;0.63;578927;195000000.0
2019-08-24;51.01;51.49;49.03;50.21;2380000.0;364000000.0;7263981.25;350000.0;2057;2;0.63;579201;172000000.0
2019-08-25;50.29;51.13;49.39;50.16;1890000.0;365000000.0;7271206.25;360000.0;22277;2;0.63;57995;172000000.0
2019-08-26;50.26;54.01;50.25;51.40;38280000.0;377000000.0;7278306.25;370000.0;23631;2;0.63;58007;186000000.0
2019-08-27;51.49;51.50;49.80;50.51;2210000.0;368000000.0;7285543.75;360000.0;20878;2;0.63;580552;166000000.0
2019-08-28;50.52;50.52;45.73;46.48;5680000.0;354000000.0;7292656.25;340000.0;16454;2;0.67;580771;162000000.0
2019-08-29;46.44;46.52;43.84;44.89;6880000.0;330000000.0;7299831.25;320000.0;15114;2;0.68;581293;151000000.0
2019-08-30;44.98;45.35;43.73;45.04;6820000.0;325000000.0;7307056.25;320000.0;15344;1;0.68;581642;140000000.0
2019-08-31;44.60;45.29;43.82;44.70;4800000.0;325000000.0;7314368.75;320000.0;15356;1;0.67;582097;136000000.0
2019-09-01;44.56;45.68;44.07;45.49;1500000.0;330000000.0;7321381.25;320000.0;13836;2;0.68;58262;132000000.0
2019-09-02;45.43;47.78;44.61;46.94;3630000.0;338000000.0;7328643.75;340000.0;1469;2;0.69;583007;143000000.0
2019-09-03;47.00;47.16;45.29;45.65;9780000.0;339000000.0;7335643.75;330000.0;16124;2;0.69;583579;152000000.0
2019-09-04;45.64;46.09;44.25;44.89;4600000.0;332000000.0;7342768.75;320000.0;21785;1;0.69;583627;138000000.0
2019-09-05;44.90;45.49;44.23;44.93;4590000.0;331000000.0;7350131.25;330000.0;21825;1;0.69;584198;113000000.0
2019-09-06;44.94;47.01;44.21;45.86;12170000.0;336000000.0;7357193.75;330000.0;24736;1;0.67;583703;110000000.0
2019-09-07;45.89;47.27;44.68;47.10;6180000.0;340000000.0;7364318.75;340000.0;23504;2;0.68;582972;81920000.0
2019-09-08;47.05;48.90;46.32;48.34;2810000.0;353000000.0;7371606.25;350000.0;24402;2;0.69;583129;90230000.0
2019-09-09;48.33;48.91;45.44;47.09;12720000.0;346000000.0;7378806.25;340000.0;25518;2;0.66;582818;90160000.0
2019-09-10;47.02;47.52;44.42;44.91;6420000.0;339000000.0;7385868.75;330000.0;25741;1;0.67;583189;78080000.0
2019-09-11;44.92;45.52;44.08;44.42;2230000.0;330000000.0;7392943.75;310000.0;26159;;0.62;583442;74570000.0
2019-09-12;44.49;44.77;43.50;44.66;2760000.0;327000000.0;7400131.25;320000.0;26742;1;0.61;583948;354000000.0
2019-09-13;44.75;45.50;43.74;44.71;3190000.0;328000000.0;7407468.75;320000.0;27132;1;0.6;583945;43730000.0
2019-09-14;44.82;46.97;44.23;46.28;8860000.0;337000000.0;7414506.25;340000.0;25697;2;0.54;584431;28560000.0
2019-09-15;46.33;47.70;45.66;46.71;4150000.0000000005;347000000.0;7421718.75;330000.0;25609;2;0.55;584879;57400000.0
2019-09-16;46.71;49.91;46.70;48.71;12430000.0;360000000.0;7428968.75;350000.0;28974;2;0.56;584563;49440000.0
2019-09-17;48.72;51.44;47.27;50.71;10980000.0;368000000.0;7436056.25;360000.0;27739;2;0.57;584798;82020000.0
2019-09-18;50.72;53.43;50.26;52.78;40810000.0;386000000.0;7443293.75;380000.0;28023;2;0.55;585022;109000000.0
2019-09-19;52.74;75.27;48.31;51.32;13060000.0;370000000.0;7450468.75;370000.0;28704;2;0.56;584856;63870000.0
2019-09-20;51.36;51.44;43.28;48.83;4350000.0;368000000.0;7457731.25;350000.0;29667;2;0.56;584726;59770000.0
2019-09-21;48.85;49.37;30.08;47.71;2230000.0;360000000.0;7464968.75;330000.0;29006;2;0.55;58386;60360000.0
2019-09-22;47.72;47.79;45.69;46.15;2020000.0;347000000.0;7471918.75;330000.0;46971;2;0.56;558088;49900000.0
2019-09-23;46.15;46.91;43.44;44.03;10640000.0;338000000.0;7479218.75;320000.0;23732;1;0.58;553163;67700000.0
2019-09-24;44.06;45.89;30.18;35.97;28570000.0;286000000.0;7484793.75;270000.0;19245;;0.84;552244;59740000.0
2019-09-25;36.04;38.91;33.65;37.95;28780000.0;273000000.0;7493493.75;270000.0;16917;;0.86;552464;97940000.0
2019-09-26;37.99;39.05;33.12;35.10;6980000.0;273000000.0;7500656.25;250000.0;14332;;0.89;553257;57030000.0
2019-09-27;35.00;37.97;34.40;37.55;5750000.0;268000000.0;7507918.75;270000.0;1549;;0.93;553154;70040000.0
2019-09-28;37.54;41.10;36.45;40.36;8980000.0;297000000.0;7514956.25;290000.0;16113;;0.94;55332;57010000.0
2019-09-29;40.43;40.59;36.38;37.83;3940000.0;286000000.0;7522018.75;270000.0;12881;;0.96;553721;64720000.0
2019-09-30;37.81;40.20;36.32;38.76;5090000.0;286000000.0;7529193.75;280000.0;17566;;0.96;55397;78360000.0
2019-10-01;38.80;39.66;24.47;38.30;3270000.0;291000000.0;7536331.25;280000.0;14593;;0.96;554126;31880000.0
2019-10-02;38.30;38.58;35.50;38.16;2670000.0;286000000.0;7543643.75;270000.0;15271;;0.96;554296;30340000.0
2019-10-03;38.27;38.38;36.53;37.33;3800000.0;283000000.0;7550581.25;270000.0;13047;;0.95;554159;43720000.0
2019-10-04;37.32;37.68;36.03;37.12;4970000.0;280000000.0;7557981.25;270000.0;13169;;0.95;554963;70080000.0
2019-10-05;37.15;37.27;36.42;36.94;2730000.0;279000000.0;7565218.75;270000.0;13638;;0.95;555535;67530000.0
2019-10-06;36.95;37.14;35.30;35.62;3680000.0;274000000.0;7572306.25;250000.0;14263;;0.96;556203;80550000.0
2019-10-07;35.57;38.04;35.20;37.56;4230000.0;279000000.0;7579456.25;270000.0;14242;;0.97;556313;73690000.0
2019-10-08;37.54;38.17;36.02;36.54;3610000.0;281000000.0;7586706.25;270000.0;16008;;0.97;55637;59500000.0
2019-10-09;36.53;38.28;35.98;38.10;3460000.0;283000000.0;7593831.25;270000.0;14027;;0.98;556797;64989999.99999999
2019-10-10;38.11;38.26;37.09;37.62;3160000.0;286000000.0;7601243.75;270000.0;13902;;0.97;557476;66640000.0
2019-10-11;37.60;38.39;36.00;36.03;4250000.0;280000000.0;7608218.75;260000.0;15242;;0.97;557096;91050000.0
2019-10-12;36.08;37.14;34.43;36.62;3710000.0;277000000.0;7615256.25;260000.0;14374;;0.97;556949;209000000.0
2019-10-13;36.59;37.51;35.84;36.97;5380000.0;281000000.0;7622418.75;260000.0;14131;;0.97;557538;203000000.0
2019-10-14;36.93;37.40;36.51;37.05;3170000.0;282000000.0;7629681.25;270000.0;14495;;0.97;557866;191000000.0
2019-10-15;37.09;37.63;36.61;36.65;4680000.0;283000000.0;7636843.75;260000.0;16627;;0.96;55709;178000000.0
2019-10-16;36.82;37.12;35.29;35.81;1130000.0;274000000.0;7643956.25;250000.0;15558;;0.97;557239;152000000.0
2019-10-17;35.81;36.83;35.55;36.16;2700000.0;277000000.0;7651143.75;270000.0;16;;0.95;557522;157000000.0
2019-10-18;36.19;37.10;35.42;35.88;13280000.0;276000000.0;7658331.25;260000.0;16183;;0.93;557817;155000000.0
2019-10-19;35.88;36.50;35.44;35.97;2370000.0;276000000.0;7665493.75;260000.0;14252;;0.92;558338;139000000.0
2019-10-20;35.95;53.15;32.00;36.37;7060000.0;277000000.0;7672643.75;260000.0;14031;;0.92;558615;117000000.0
2019-10-21;36.37;37.00;35.75;36.79;4640000.0;280000000.0;7679768.75;260000.0;14292;;0.91;559146;112000000.0
2019-10-22;36.77;36.96;35.80;35.85;2150000.0;281000000.0;7686993.75;260000.0;15663;;0.91;559502;111000000.0
2019-10-23;35.83;36.04;31.93;32.92;18150000.0;263000000.0;7694043.75;230000.0;16162;;0.94;559568;124000000.0
2019-10-24;32.92;33.37;32.22;33.21;3060000.0;253000000.0;7701256.25;240000.0;16103;;0.94;559298;120000000.0
2019-10-25;33.20;37.68;33.16;37.22;16750000.0;274000000.0;7708381.25;270000.0;15893;;0.82;55953;152000000.0
2019-10-26;37.29;39.39;35.52;36.10;25900000.0;288000000.0;7715656.25;260000.0;14965;;0.8;559866;121000000.0
2019-10-27;36.13;39.45;35.44;37.43;12400000.0;289000000.0;7722906.25;270000.0;15452;;0.76;558892;104000000.0
2019-10-28;37.45;42.31;37.40;38.34;11460000.0;308000000.0;7729981.25;270000.0;1547;;0.72;559217;93400000.0
2019-10-29;37.87;39.75;37.85;39.30;8890000.0;300000000.0;7737143.75;280000.0;1477;;0.68;560008;70530000.0
2019-10-30;39.21;39.69;37.35;38.41;5290000.0;298000000.0;7744343.75;280000.0;14729;;0.65;560461;108000000.0
2019-10-31;38.42;38.64;37.00;37.57;3400000.0;293000000.0;7751393.75;270000.0;14914;;0.65;56051;95630000.0
2019-11-01;37.58;37.92;36.93;37.71;5750000.0;290000000.0;7758506.25;270000.0;13801;;0.65;560847;78710000.0
2019-11-02;37.77;38.07;37.36;37.77;1750000.0;293000000.0;7765756.25;270000.0;13907;;0.65;561458;58500000.0
2019-11-03;37.70;38.11;36.73;37.04;1640000.0;289000000.0;7772806.25;270000.0;13491;;0.64;561044;37220000.0
2019-11-04;37.07;38.48;36.68;37.86;8430000.0;292000000.0;7780081.25;270000.0;15506;;0.65;560317;53060000.0
2019-11-05;37.85;39.32;37.20;38.73;19850000.0;298000000.0;7787243.75;280000.0;1371;;0.65;560559;36950000.0
2019-11-06;38.71;41.55;38.19;38.83;11880000.0;303000000.0;7794456.25;280000.0;14077;;0.64;561049;38620000.0
2019-11-07;38.83;39.32;38.16;38.59;11790000.0;302000000.0;7801606.25;280000.0;14026;;0.61;560546;154000000.0
2019-11-08;38.55;39.01;35.95;36.40;10010000.0;290000000.0;7808781.25;260000.0;12794;;0.64;56094;200000000.0
2019-11-09;36.40;37.33;36.21;36.78;5780000.0;288000000.0;7815968.75;270000.0;12709;;0.62;561202;183000000.0
2019-11-10;36.71;38.36;36.26;37.58;6520000.0;291000000.0;7823118.75;270000.0;12502;;0.63;561428;158000000.0
2019-11-11;37.59;37.96;36.28;36.48;7080000.0;290000000.0;7830243.75;260000.0;12714;;0.62;562107;145000000.0
2019-11-12;36.58;37.37;36.27;36.75;3130000.0;288000000.0;7837506.25;270000.0;128;;0.62;563002;140000000.0
2019-11-13;36.85;37.13;36.30;36.80;2069999.9999999998;288000000.0;7844656.25;260000.0;12851;;0.62;563992;125000000.0
2019-11-14;36.80;37.01;35.88;36.37;2540000.0;286000000.0;7851793.75;260000.0;12822;;0.62;564294;114000000.0
2019-11-15;36.34;36.46;35.02;36.11;5260000.0;282000000.0;7858843.75;260000.0;13488;;0.62;563886;128000000.0
2019-11-16;36.08;36.27;35.58;35.81;2890000.0;282000000.0;7866131.25;260000.0;11765;;0.61;5648;114000000.0
2019-11-17;35.85;36.36;34.65;35.76;2940000.0;282000000.0;7873243.75;260000.0;11468;;0.61;564876;97190000.0
2019-11-18;35.76;36.33;33.74;34.60;2930000.0;277000000.0;7880443.75;250000.0;11843;;0.62;565193;84800000.0
2019-11-19;34.58;34.70;33.10;33.91;3390000.0;267000000.0;7887593.75;240000.0;12383;;0.63;565781;77810000.0
2019-11-20;33.96;34.78;33.39;33.57;3100000.0;269000000.0;7894706.25;240000.0;11766;;0.62;565894;69460000.0
2019-11-21;33.69;34.00;30.38;31.29;5430000.0;255000000.0;7901918.75;220000.0;11665;;0.66;566714;75020000.0
2019-11-22;31.31;31.80;27.74;29.05;6460000.0;235000000.0;7909081.25;210000.0;11891;;0.7;567029;69940000.0
2019-11-23;29.07;29.97;28.64;29.57;3060000.0;232000000.0;7916293.75;220000.0;11165;;0.65;567563;55800000.0
2019-11-24;29.60;29.83;27.22;27.34;2820000.0;227000000.0;7923431.25;200000.0;11746;;0.7;568201;52770000.0
2019-11-25;27.25;28.41;25.23;27.28;6010000.0;212000000.0;7930568.75;200000.0;12472;;0.54;568585;56740000.0
2019-11-26;27.25;28.30;27.18;28.26;2590000.0;220000000.0;7937806.25;200000.0;11258;;0.56;568841;32110000.0
2019-11-27;28.23;29.33;26.90;28.48;4310000.0;224000000.0;7944793.75;200000.0;12527;;0.54;56892;38080000.0
2019-11-28;28.51;29.55;28.12;28.65;2930000.0;229000000.0;7952156.25;200000.0;11426;;0.54;569387;33580000.0
2019-11-29;28.61;29.79;28.40;29.36;2940000.0;232000000.0;7959118.75;210000.0;11708;;0.53;569885;27810000.0
2019-11-30;29.36;29.59;28.30;29.04;2210000.0;231000000.0;7966356.25;210000.0;11615;;0.53;570424;44960000.0
2019-12-01;29.02;29.10;27.34;27.98;2089999.9999999998;223000000.0;7973581.25;200000.0;11218;;0.53;570816;27010000.0
2019-12-02;27.99;28.20;27.28;27.71;1840000.0;221000000.0;7980781.25;200000.0;11102;;0.53;570981;69900000.0
2019-12-03;27.71;28.07;27.04;27.31;3870000.0;219000000.0;7987856.25;200000.0;11627;;0.53;571633;143000000.0
2019-12-04;27.33;28.79;26.44;26.69;4130000.0;218000000.0;7995118.75;190000.0;10868;;0.53;572172;134000000.0
2019-12-05;26.65;30.80;26.63;30.20;10390000.0;232000000.0;8002143.75;210000.0;11445;;0.71;572884;166000000.0
2019-12-06;30.19;30.37;28.29;29.17;9650000.0;234000000.0;8009381.25;210000.0;11398;;0.71;573826;139000000.0
2019-12-07;29.22;30.26;29.14;29.55;7620000.0;238000000.0;8016531.25;210000.0;13469;;0.71;574397;131000000.0
2019-12-08;29.55;29.84;29.05;29.31;3220000.0;236000000.0;8023731.25;210000.0;10445;;0.71;57477;117000000.0
2019-12-09;29.31;32.27;28.96;30.92;16210000.0;250000000.0;8030931.25;220000.0;11329;;0.73;575446;140000000.0
2019-12-10;30.91;30.91;29.52;30.04;11630000.0;242000000.0;8038081.25;220000.0;11027;;0.73;5764;170000000.0
2019-12-11;30.06;32.16;29.91;31.34;13470000.0;249000000.0;8045356.25;220000.0;8843;;0.74;576904;15030000.0
2019-12-12;31.51;31.88;30.28;31.79;7670000.0;250000000.0;8059731.25;230000.0;10328;;0.74;577255;204000000.0
2019-12-13;31.79;33.70;30.73;33.25;14990000.0;259000000.0;8074218.75;240000.0;10584;;0.76;577848;119000000.0
2019-12-14;33.25;33.29;30.64;32.09;7850000.0;261000000.0;8088418.75;230000.0;9826;;0.77;578365;85510000.0
2019-12-15;32.09;33.51;31.37;32.86;9000000.0;262000000.0;8102681.25;240000.0;9677;;0.77;578936;68030000.0
2019-12-16;32.86;32.99;29.09;29.48;15600000.0;251000000.0;8117156.25;210000.0;10714;;0.84;579395;61570000.0
2019-12-17;29.47;29.61;26.49;27.68;27770000.0;228000000.0;8131293.75;200000.0;10706;;0.87;580018;66660000.0
2019-12-18;27.68;30.03;26.38;29.33;10720000.0;230000000.0;8145556.25;210000.0;11039;;0.89;579836;63180000.0
2019-12-19;29.44;29.66;28.05;28.50;10420000.0;233000000.0;8160081.25;200000.0;10421;;0.89;580165;59450000.0
2019-12-20;28.54;28.70;27.91;28.38;2660000.0;231000000.0;8174443.75;200000.0;10099;;0.89;580536;53220000.0
2019-12-21;28.37;28.66;27.77;28.33;6060000.0;231000000.0;8188756.25;200000.0;9963;;0.89;580824;73220000.0
2019-12-22;28.32;29.33;28.18;29.13;4500000.0;236000000.0;8203131.25;210000.0;9157;;0.87;581379;27340000.0
2019-12-23;29.18;30.01;28.08;28.28;4620000.0;240000000.0;8217406.25;200000.0;1225;;0.84;579665;36410000.0
2019-12-24;28.27;28.57;27.72;28.04;2250000.0;231000000.0;8231606.25;200000.0;10436;;0.84;579722;26300000.0
2019-12-25;28.09;28.12;27.07;27.33;1390000.0;227000000.0;8246043.75;200000.0;9691;;0.8;580203;18520000.0
2019-12-26;27.33;28.51;26.95;27.57;2910000.0;228000000.0;8260506.25;200000.0;9311;;0.8;580652;28040000.0
2019-12-27;27.58;27.84;27.05;27.60;3020000.0;227000000.0;8274793.75;200000.0;9594;;0.79;580944;19960000.0
2019-12-28;27.61;28.51;27.55;28.11;2410000.0;233000000.0;8288993.75;200000.0;10736;;0.8;581098;18650000.0
2019-12-29;28.09;29.74;27.89;29.12;2870000.0;239000000.0;8303331.25;210000.0;9663;;0.8;581189;26690000.0
2019-12-30;29.13;29.17;28.10;28.27;2020000.0;238000000.0;8317693.75;200000.0;10233;;0.81;581603;46510000.0
2019-12-31;28.24;28.25;27.25;27.43;1610000.0;232000000.0;8332068.75;200000.0;9912;;0.81;581993;96850000.0
2020-01-01;27.42;28.27;27.27;27.97;2580000.0;232000000.0;8346518.75;200000.0;8985;;0.81;582262;74650000.0
2020-01-02;27.96;28.06;26.57;26.93;1960000.0;228000000.0;8360768.75;190000.0;9671;;0.81;582709;74220000.0
2020-01-03;26.96;28.66;26.61;28.39;4019999.9999999995;233000000.0;8375193.75;200000.0;9774;;0.83;58323;75020000.0
2020-01-04;28.45;30.38;27.89;29.88;4780000.0;244000000.0;8389356.25;210000.0;10058;;0.84;583363;37080000.0
2020-01-05;29.92;31.99;29.77;30.76;13150000.0;259000000.0;8403656.25;220000.0;10034;;0.72;583761;23570000.0
2020-01-06;30.77;33.19;30.48;32.87;8900000.0;270000000.0;8417881.25;230000.0;997;;0.75;584297;32479999.999999996
2020-01-07;32.86;33.05;30.75;32.16;7490000.0;269000000.0;8432243.75;230000.0;10754;;0.75;584668;29430000.0
2020-01-08;32.24;33.19;30.00;30.86;7460000.0;267000000.0;8446593.75;220000.0;10602;;0.77;584993;46700000.0
2020-01-09;30.84;32.10;30.14;30.81;6160000.0;262000000.0;8461118.75;220000.0;10129;;0.74;585337;63590000.0
2020-01-10;30.82;34.68;30.00;33.54;9940000.0;276000000.0;8475356.25;240000.0;10247;;0.79;585603;110000000.0
2020-01-11;33.68;36.66;33.26;34.86;14440000.0;295000000.0;8489743.75;250000.0;10568;;0.79;585855;123000000.0
2020-01-12;34.83;36.37;34.59;35.52;22360000.0;301000000.0;8503993.75;250000.0;9749;;0.79;586242;103000000.0
2020-01-13;35.54;38.59;34.10;38.30;30220000.0;313000000.0;8518368.75;270000.0;11165;;0.82;586572;164000000.0
2020-01-14;38.32;45.68;38.07;43.85;107000000.0;362000000.0;8532681.25;320000.0;13502;;0.93;587485;174000000.0
2020-01-15;43.59;58.88;43.06;54.93;97180000.0;444000000.0;8547156.25;390000.0;15726;1;1.24;588497;234000000.0
2020-01-16;54.94;55.68;47.56;50.72;30100000.0;430000000.0;8561381.25;370000.0;11852;;1.21;588743;196000000.0
2020-01-17;50.75;65.49;48.90;61.51;61300000.0;501000000.0;8575806.25;440000.0;16496;2;1.34;587935;191000000.0
2020-01-18;61.36;62.48;51.00;51.16;46290000.0;482000000.0;8590043.75;370000.0;11524;;1.49;588618;151000000.0
2020-01-19;51.11;54.82;48.15;51.54;29780000.0;440000000.0;8604431.25;370000.0;10833;;1.48;588967;154000000.0
2020-01-20;51.57;55.89;48.86;53.58;22580000.0;454000000.0;8618743.75;380000.0;10582;1;1.48;589647;121000000.0
2020-01-21;53.58;54.04;50.88;53.17;15050000.0;457000000.0;8633131.25;380000.0;11167;;1.48;589435;121000000.0
2020-01-22;53.21;54.03;51.24;52.07;9920000.0;455000000.0;8647456.25;370000.0;11156;;1.49;588946;78210000.0
2020-01-23;52.06;52.12;48.06;49.44;9510000.0;432000000.0;8661793.75;350000.0;11596;;1.5;588924;61210000.0
2020-01-24;49.46;50.78;46.12;48.74;10080000.0;419000000.0;8676131.25;350000.0;10482;;1.5;589402;65360000.0
2020-01-25;48.73;49.61;47.79;48.65;5730000.0;421000000.0;8690431.25;350000.0;9347;;1.49;589569;56280000.0
2020-01-26;48.61;54.35;48.11;53.54;15660000.0;451000000.0;8704768.75;380000.0;10944;;1.52;58912;69950000.0
2020-01-27;53.62;57.95;53.53;55.07;20620000.0;486000000.0;8719181.25;400000.0;1129;1;1.51;589332;105000000.0
2020-01-28;55.08;57.05;53.73;56.78;30120000.0;483000000.0;8733431.25;410000.0;10888;1;1.51;589746;180000000.0
2020-01-29;56.82;64.34;56.37;61.63;43150000.0;531000000.0;8747781.25;450000.0;12787;3;1.53;589025;221000000.0
2020-01-30;61.58;70.38;59.54;66.33;42320000.0;580000000.0;8762181.25;480000.0;12331;6;1.52;589637;265000000.0
2020-01-31;66.27;69.25;62.16;66.38;42430000.0;576000000.0;8776543.75;480000.0;11131;5;1.51;590027;341000000.0
2020-02-01;66.44;69.16;64.72;66.00;31230000.0;589000000.0;8790818.75;470000.0;11361;5;1.52;590196;110000000.0
2020-02-02;65.99;67.92;63.49;66.34;17190000.0;580000000.0;8805156.25;480000.0;10606;5;1.5;590583;90530000.0
2020-02-03;66.38;68.39;64.74;65.45;15630000.0;585000000.0;8819343.75;470000.0;9926;5;1.51;591332;59530000.0
2020-02-04;65.38;66.03;62.58;64.13;20610000.0;566000000.0;8833781.25;460000.0;10611;5;1.51;591774;58000000.0
2020-02-05;64.12;73.05;63.40;71.16;32750000.0;608000000.0;8848193.75;510000.0;10929;6;1.54;592267;190000000.0
2020-02-06;71.20;72.70;68.48;70.07;31780000.0;627000000.0;8862481.25;500000.0;10845;6;1.54;592708;249000000.0
2020-02-07;70.05;71.78;67.32;68.31;33700000.0;615000000.0;8876843.75;500000.0;12703;6;1.54;591558;336000000.0
2020-02-08;68.30;71.98;65.87;70.08;21330000.0;623000000.0;8891093.75;500000.0;10663;6;1.52;592005;215000000.0
2020-02-09;70.05;72.70;68.93;71.37;23360000.0;631000000.0;8905518.75;510000.0;10735;6;1.52;592426;268000000.0
2020-02-10;71.36;71.52;67.83;69.77;40980000.0;620000000.0;8919868.75;500000.0;10974;6;1.51;59283;224000000.0
2020-02-11;69.74;73.20;67.99;72.91;19240000.0;629000000.0;8934018.75;520000.0;12433;6;1.51;592584;216000000.0
2020-02-12;72.98;75.02;72.45;73.32;20650000.0;661000000.0;8948406.25;530000.0;11715;6;1.52;593048;217000000.0
2020-02-13;73.26;75.92;70.18;72.03;59240000.0;653000000.0;8962831.25;520000.0;12226;6;1.51;593345;321000000.0
2020-02-14;72.03;73.18;70.41;73.06;77520000.0;645000000.0;8977018.75;520000.0;10589;6;1.45;593861;123000000.0
2020-02-15;72.90;73.07;63.32;64.44;49960000.0;615000000.0;8991443.75;460000.0;10724;5;1.28;594355;147000000.0
2020-02-16;64.40;66.50;54.49;60.07;69370000.0;551000000.0;9005693.75;430000.0;11523;3;1.27;594532;175000000.0
2020-02-17;59.96;66.49;54.89;64.23;59910000.0;546000000.0;9019993.75;460000.0;11041;5;1.08;594815;230000000.0
2020-02-18;64.27;66.47;60.11;65.85;34700000.0;575000000.0;9034481.25;470000.0;11134;5;0.9;595241;195000000.0
2020-02-19;65.88;69.69;61.35;62.15;49080000.0;599000000.0;9048781.25;450000.0;10678;5;0.92;595717;97530000.0
2020-02-20;62.05;64.13;58.17;60.86;29480000.0;555000000.0;9063056.25;440000.0;9258;4;0.92;595933;158000000.0
2020-02-21;60.85;63.75;59.96;61.69;20580000.0;563000000.0;9077406.25;440000.0;10581;5;0.92;596482;92530000.0
2020-02-22;61.65;62.31;60.08;60.86;43590000.0;555000000.0;9091543.75;430000.0;938;4;0.92;597069;96320000.0
2020-02-23;60.85;63.99;60.82;63.52;38850000.0;573000000.0;9105981.25;460000.0;10246;5;0.91;597473;134000000.0
2020-02-24;63.51;64.45;58.81;60.71;36070000.0;561000000.0;9120481.25;440000.0;11219;4;0.92;597667;115000000.0
2020-02-25;60.77;60.90;56.06;57.00;49660000.0;533000000.0;9134743.75;410000.0;9772;2;0.95;598014;135000000.0
2020-02-26;56.99;57.96;48.13;51.35;36570000.0;482000000.0;9149018.75;370000.0;10642;;0.95;598355;142000000.0
2020-02-27;51.39;55.09;47.95;52.92;80680000.0;479000000.0;9163168.75;380000.0;1005;;0.95;598859;56950000.0
2020-02-28;52.93;54.14;48.61;50.94;90830000.0;468000000.0;9177606.25;370000.0;10494;;0.95;598613;58990000.0
2020-02-29;50.93;52.19;48.95;49.03;15350000.0;466000000.0;9192118.75;350000.0;9629;;0.91;599147;49680000.0
2020-03-01;49.01;51.52;48.02;49.11;38250000.0;458000000.0;9206156.25;350000.0;9604;;0.86;59959;101000000.0
2020-03-02;48.97;52.95;48.74;52.37;26340000.0;470000000.0;9220593.75;370000.0;10042;;0.9;599954;79030000.0
2020-03-03;52.36;52.43;49.84;50.80;14200000.0;471000000.0;9235056.25;370000.0;9982;;0.9;600639;57180000.0
2020-03-04;50.86;51.49;49.00;50.20;12190000.0;466000000.0;9249368.75;360000.0;10513;;0.9;60145;41470000.0
2020-03-05;50.22;53.23;50.22;51.92;25870000.0;481000000.0;9263656.25;370000.0;10224;;0.91;601232;61740000.0
2020-03-06;51.87;53.58;51.10;53.40;49510000.0;485000000.0;9277843.75;380000.0;10016;;0.91;601579;48490000.0
2020-03-07;53.43;53.68;50.41;50.66;30860000.0;484000000.0;9292243.75;360000.0;10431;;0.83;60186;32689999.999999996
2020-03-08;50.62;50.63;42.10;42.83;21560000.0;431000000.0;9306681.25;310000.0;10073;;0.97;602401;69430000.0
2020-03-09;42.87;44.18;38.77;42.18;34420000.0;388000000.0;9320906.25;300000.0;11056;;0.97;602793;81970000.0
2020-03-10;42.21;42.62;40.34;41.46;13580000.0;389000000.0;9335356.25;300000.0;10766;;0.96;603144;67110000.0
2020-03-11;41.40;42.11;37.37;40.28;30660000.0;374000000.0;9349606.25;290000.0;10061;;0.95;60341;38060000.0
2020-03-12;40.34;40.44;24.62;25.77;125000000.0;285000000.0;9364018.75;190000.0;12519;;1.52;604025;80670000.0
2020-03-13;25.96;30.16;17.79;27.64;68710000.0;237000000.0;9378343.75;200000.0;12877;;1.53;603544;57780000.0
2020-03-14;27.57;27.86;24.59;24.95;29410000.0;247000000.0;9392643.75;180000.0;12226;;1.54;603047;39460000.0
2020-03-15;24.96;27.09;24.60;25.64;14490000.0;242000000.0;9406956.25;180000.0;10887;;1.55;603492;31320000.0
2020-03-16;25.60;26.21;21.30;24.72;31170000.0;222000000.0;9421418.75;180000.0;12543;;1.54;602944;42320000.0
2020-03-17;24.77;25.84;24.00;25.35;15420000.0;236000000.0;9435556.25;180000.0;9777;;1.52;603385;30710000.0
2020-03-18;25.18;30.01;24.40;29.77;23050000.0;251000000.0;9450081.25;210000.0;10657;;1.66;604002;34140000.0
2020-03-19;29.88;34.09;28.22;32.10;29690000.0;290000000.0;9464393.75;230000.0;11166;;1.67;604481;46380000.0
2020-03-20;32.11;36.28;29.59;32.93;30270000.0;316000000.0;9478631.25;230000.0;11255;;1.67;605092;50420000.0
